,Gross Area,Interior Area,Bedrooms,Baths,Floor,Type,Status,Price,City
343,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
344,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
345,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
346,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
347,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,"170,000",Tirana
348,96.78 m2,96.78 m2,1,1,2,Parking ,New ,"57,000",Tirana
349,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
350,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
351,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
352,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
353,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
354,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
355,1104 m2,1104 m2,1,1,2,Land ,Used ,"150,000",Tirana
356,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
357,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
358,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
359,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
360,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
361,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
362,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"170,000",Tirana
363,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
364,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
365,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
366,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
367,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
368,91 m2,38 m2,1,1,2,Apartment ,Under Construction ,"57,000",Himarë
369,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
370,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
371,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
372,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
373,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
374,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
375,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
376,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"26,000",Tirana
377,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
378,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
379,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
380,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
381,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
382,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
383,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"57,000",Tirana
384,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
385,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
386,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
387,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
388,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
389,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
390,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
391,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
392,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
393,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
394,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
395,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
396,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"26,000",Tirana
397,86 m2,68 m2,1,1,1,Apartment ,Under Construction ,"170,000",Tirana
398,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
399,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
400,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
401,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
402,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
403,1104 m2,1104 m2,1,2,5,Land ,Used ,"57,000",Tirana
404,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"50,000",Himarë
405,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
406,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
407,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
408,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
409,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
410,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
411,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
412,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
413,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
414,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
415,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
416,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
417,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
418,85 m2,66 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
419,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
420,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
421,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
422,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
423,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
424,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
425,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"150,000",Himarë
426,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
427,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
428,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
429,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
430,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
431,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"26,000",Tirana
432,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"170,000",Tirana
433,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
434,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
435,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
436,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
437,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
438,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
439,1104 m2,1104 m2,1,1,2,Land ,Used ,"50,000",Tirana
440,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
441,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
442,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
443,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
444,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
445,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
446,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"26,000",Tirana
447,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
448,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
449,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
450,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
451,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
452,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"170,000",Himarë
453,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
454,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
455,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
456,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
457,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
458,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
459,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
460,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
461,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
462,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
463,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
464,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
465,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
466,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"26,000",Tirana
467,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,"170,000",Tirana
468,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
469,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
470,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
471,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
472,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
473,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
474,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
475,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
476,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
477,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
478,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
479,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
480,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"150,000",Tirana
481,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"26,000",Tirana
482,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
483,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
484,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
485,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
486,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
487,1104 m2,1104 m2,1,1,1,Land ,Used ,"170,000",Tirana
488,91 m2,38 m2,1,1,2,Apartment ,Under Construction ,"57,000",Himarë
489,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
490,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
491,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
492,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
493,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
494,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
495,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
496,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
497,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
498,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
499,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
500,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
501,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
502,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
503,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
504,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
505,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
506,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
507,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
508,182 m2,145 m2,1,1,2,Apartment ,Under Construction ,"57,000",Tirana
509,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
510,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
511,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
512,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
513,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
514,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
515,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,"150,000",Tirana
516,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"26,000",Tirana
517,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
518,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
519,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
520,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
521,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
522,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
523,1104 m2,1104 m2,1,2,5,Land ,Used ,"57,000",Tirana
524,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
525,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
526,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
527,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
528,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
529,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
530,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"150,000",Tirana
531,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
532,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
533,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
534,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
535,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
536,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"26,000",Himarë
537,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
538,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
539,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
540,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
541,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
542,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
543,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"57,000",Tirana
544,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
545,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
546,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
547,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
548,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
549,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
550,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
551,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,"26,000",Tirana
552,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
553,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
554,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
555,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
556,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
557,168 m2,72 m2,1,1,1,Apartment ,Under Construction ,"170,000",Himarë
558,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,"57,000",Tirana
559,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
560,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"150,000",Himarë
561,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
562,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
563,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
564,96.78 m2,96.78 m2,1,1,1,Parking ,New ,"50,000",Tirana
565,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"150,000",Tirana
566,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
567,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
568,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
569,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
570,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
571,1104 m2,1104 m2,1,2,5,Land ,Used ,"26,000",Tirana
572,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"170,000",Himarë
573,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
574,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
575,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"150,000",Tirana
576,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
577,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
578,197 m2,157 m2,1,1,2,Apartment ,Under Construction ,"57,000",Tirana
579,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
580,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
581,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"26,000",Himarë
582,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
583,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
584,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
585,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,"150,000",Himarë
586,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"26,000",Tirana
587,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
588,96.78 m2,96.78 m2,2,1,2,Parking ,New ,"57,000",Tirana
589,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
590,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
591,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
592,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,"170,000",Tirana
593,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"57,000",Himarë
594,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
595,1104 m2,1104 m2,2,1,2,Land ,Used ,"150,000",Tirana
596,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"26,000",Himarë
597,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
598,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
599,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,"50,000",Tirana
600,96.78 m2,96.78 m2,1,2,5,Parking ,New ,"150,000",Tirana
601,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
602,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
603,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
604,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
605,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
606,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,"26,000",Tirana
607,1104 m2,1104 m2,1,1,1,Land ,Used ,"170,000",Tirana
608,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
609,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
610,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
611,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
612,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
613,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,"57,000",Tirana
614,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,"50,000",Tirana
615,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
616,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
617,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
618,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
619,1104 m2,1104 m2,2,1,2,Land ,Used ,"50,000",Tirana
620,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,"150,000",Himarë
621,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
622,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,"170,000",Tirana
623,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"57,000",Tirana
624,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"50,000",Tirana
625,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,"150,000",Tirana
626,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,"26,000",Tirana
627,178 m2,141 m2,1,1,1,Apartment ,Under Construction ,"170,000",Tirana
628,182 m2,145 m2,1,1,2,Apartment ,Under Construction ,"57,000",Tirana
629,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"50,000",Himarë
630,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,"150,000",Tirana
631,1104 m2,1104 m2,2,2,5,Land ,Used ,"26,000",Tirana
632,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,"170,000",Himarë
633,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
634,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,"50,000",Tirana
635,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,"150,000",Tirana
636,96.78 m2,96.78 m2,2,1,1,Parking ,New ,"26,000",Tirana
637,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,"170,000",Tirana
638,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,"57,000",Tirana
639,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,"50,000",Tirana
640,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
641,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,"26,000",Himarë
642,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,"170,000",Tirana
643,1104 m2,1104 m2,2,2,5,Land ,Used ,"57,000",Tirana
644,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,"50,000",Himarë
645,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
646,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
647,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,"170,000",Tirana
648,96.78 m2,96.78 m2,1,1,2,Parking ,New ,"57,000",Tirana
649,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,"50,000",Tirana
650,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,"150,000",Tirana
651,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
652,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,"170,000",Tirana
653,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,"57,000",Himarë
654,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"50,000",Tirana
655,1104 m2,1104 m2,1,1,2,Land ,Used ,"150,000",Tirana
656,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,"26,000",Himarë
657,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,"170,000",Himarë
658,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,"57,000",Tirana
659,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,"50,000",Tirana
660,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"150,000",Tirana
661,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"26,000",Tirana
662,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,"170,000",Tirana
663,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,"57,000",Tirana
664,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,"50,000",Tirana
665,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,"150,000",Himarë
666,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,"26,000",Tirana
667,1104 m2,1104 m2,2,1,1,Land ,Used ,"170,000",Tirana
668,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,"57,000",Himarë
669,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,"50,000",Himarë
670,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,"150,000",Tirana
671,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,"26,000",Tirana
672,96.78 m2,96.78 m2,2,2,5,Parking ,New ,"170,000",Tirana
673,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,"57,000",Tirana
